x1,x2,x3,Class
-0.8, 2.08, 1.59,sig
-0.493, -0.555, 1.29,bkg
1.36, 0.435, 1.86,sig
-1.19, -0.901, 0.909,bkg
0.216, 0.541, 1.93,sig
-2.18, 1.43, 0.102,bkg
2.66, -1.77, 1.33,sig
-0.664, 0.973, 1.53,bkg
1.94, -1.1, 0.43,sig
-1.28, 0.0556, 1.08,bkg
2.01, -0.365, 1.82,sig
0.259, -1.42, 1.82,bkg
1.38, -0.0629, 0.346,sig
-0.699, -1.31, 0.248,bkg
1.8, -0.502, 1.54,sig
-1.15, -0.173, 0.718,bkg
1.98, -0.353, 0.642,sig
-0.513, -0.699, 0.771,bkg
0.0367, 1.64, 0.477,sig
-1.17, 0.648, 1.92,bkg
0.318, 0.841, 1.26,sig
-0.444, 0.0231, 0.0958,bkg
1.02, 0.898, 1.46,sig
-1.15, -0.319, 1.55,bkg
1.03, 0.58, 0.0544,sig
-1.7, 0.72, 0.37,bkg
-0.0202, 1.28, 1.09,sig
1.6, -2.36, 0.393,bkg
2.73, -1.58, 1.1,sig
-1.83, 0.613, 0.176,bkg
2.06, -1.13, 0.726,sig
-1.02, -0.695, 1.92,bkg
2.42, -1.16, 1.6,sig
-1.33, 0.213, 1.74,bkg
1.73, -1.04, 1.2,sig
-1.56, -0.832, 0.305,bkg
1.02, -0.174, 0.794,sig
0.735, -2.03, 1.8,bkg
-0.682, 1.55, 1.08,sig
-1.79, 0.779, 1.75,bkg
0.814, 0.71, 0.217,sig
-1.91, 0.315, 0.511,bkg
1.41, 0.559, 1.84,sig
-0.532, -0.366, 1.14,bkg
0.346, 1.24, 0.855,sig
-1.87, -0.435, 0.495,bkg
0.663, -0.949, 0.66,sig
-3.44, 1.11, 0.536,bkg
1.89, -0.244, 0.896,sig
-0.868, -0.599, 1.96,bkg
-0.0274, 0.0318, 0.55,sig
0.329, -1.91, 0.811,bkg
0.95, 0.378, 0.544,sig
-2.4, 1.5, 0.63,bkg
-0.431, 1.49, 0.134,sig
-1.46, -0.387, 0.474,bkg
2.02, -1.32, 1.44,sig
0.428, -1.93, 1.05,bkg
2.76, -2.08, 0.874,sig
0.369, -0.566, 1.14,bkg
0.28, 0.863, 1.41,sig
-1.22, 0.49, 0.912,bkg
-0.4, 1.98, 1.29,sig
-0.721, -0.535, 1.82,bkg
1.7, -0.26, 0.247,sig
-0.321, -0.16, 0.771,bkg
1.65, 0.0996, 0.477,sig
-0.711, -0.776, 0.984,bkg
0.746, -0.0821, 0.0719,sig
0.547, -1.14, 1.63,bkg
0.241, 1.56, 1.86,sig
-1.16, -0.693, 1.65,bkg
0.924, 0.137, 0.653,sig
-0.327, -1.61, 1.78,bkg
1.88, -0.208, 0.546,sig
-2.21, 0.807, 0.486,bkg
1.33, -0.0797, 1.67,sig
-0.631, -0.524, 0.000385,bkg
1.52, -0.532, 0.501,sig
-0.189, -1.22, 0.718,bkg
-0.49, 1.78, 0.00442,sig
-0.707, -0.552, 0.0157,bkg
1.34, 0.222, 1.47,sig
-2.05, 1.23, 1.42,bkg
-0.414, 1.61, 0.426,sig
-0.555, -1.18, 0.212,bkg
1.3, -1.27, 0.0443,sig
-0.495, -0.652, 0.977,bkg
-0.506, 1.86, 1.74,sig
-0.205, -0.521, 0.455,bkg
0.683, 1.02, 0.551,sig
-1.85, 0.288, 1.87,bkg
1.24, 1.33, 0.59,sig
-1.18, -0.0186, 1.5,bkg
-0.0636, 0.891, 1.82,sig
-0.613, 0.0923, 0.828,bkg
2.19, -1.05, 0.781,sig
0.247, -0.98, 1.06,bkg
0.813, -0.459, 1.82,sig
0.272, -1.53, 1.52,bkg
0.469, 0.364, 1.43,sig
-2.02, 0.721, 0.0236,bkg
1.32, 0.65, 1.98,sig
-2.47, 1.72, 0.385,bkg
1.1, -0.298, 1.81,sig
-1.05, -0.541, 1.34,bkg
-0.995, 2.01, 1.15,sig
0.51, -1.27, 1.76,bkg
0.989, -0.547, 0.244,sig
-1.41, 0.155, 0.678,bkg
1.71, -0.0931, 0.571,sig
-0.374, -0.82, 1.02,bkg
2.67, -1.13, 0.0246,sig
-3.09, 1.04, 1.94,bkg
0.0841, 0.629, 0.944,sig
0.227, -0.917, 0.865,bkg
1.38, -0.664, 0.153,sig
-0.877, -0.0707, 0.0783,bkg
0.821, 0.291, 1.0,sig
-0.848, -0.08, 0.288,bkg
0.117, 0.557, 1.63,sig
-2.8, 1.49, 0.125,bkg
0.994, 0.603, 1.42,sig
-0.87, -0.109, 0.287,bkg
0.236, 1.55, 1.39,sig
-0.578, -0.0547, 0.669,bkg
2.25, -0.509, 1.62,sig
-2.89, 1.93, 1.0,bkg
2.77, -1.39, 1.95,sig
-0.958, 0.29, 0.398,bkg
-0.993, 2.24, 1.99,sig
0.321, -1.8, 0.463,bkg
0.44, 1.09, 0.797,sig
1.26, -2.32, 1.38,bkg
1.3, 0.68, 1.2,sig
-0.843, -0.497, 0.00163,bkg
1.49, -0.711, 1.6,sig
-0.893, -0.854, 1.39,bkg
-0.695, 2.28, 0.14,sig
-0.962, -0.229, 1.68,bkg
2.78, -2.57, 1.67,sig
-1.05, 0.152, 0.71,bkg
0.858, 0.402, 1.72,sig
-1.69, 0.997, 1.74,bkg
1.8, -0.435, 1.66,sig
-4.29, 2.92, 0.226,bkg
0.414, 0.293, 1.68,sig
-1.07, -0.786, 0.000816,bkg
0.693, 0.703, 0.0523,sig
-1.89, 1.7, 0.277,bkg
-0.859, 2.67, 0.178,sig
-0.786, -0.452, 1.69,bkg
0.344, 0.142, 0.368,sig
-0.779, -0.279, 0.825,bkg
1.62, 0.57, 1.01,sig
0.071, -0.972, 0.841,bkg
3.15, -2.43, 1.05,sig
-1.43, 1.78, 0.157,bkg
1.69, -0.25, 1.49,sig
-0.366, -0.881, 1.49,bkg
0.854, 0.524, 0.403,sig
1.09, -2.94, 0.275,bkg
0.548, 0.377, 0.0873,sig
-0.819, 0.0257, 1.34,bkg
2.35, -1.42, 0.289,sig
-1.06, 0.643, 1.04,bkg
-0.251, 1.89, 0.739,sig
-1.4, 0.0267, 1.29,bkg
1.96, -0.758, 1.62,sig
-0.736, -0.195, 1.05,bkg
0.646, 0.818, 0.455,sig
0.153, -1.67, 0.0425,bkg
1.74, 0.387, 0.632,sig
0.138, -1.26, 0.36,bkg
0.466, 0.532, 0.128,sig
-0.591, -1.31, 1.14,bkg
2.28, -1.92, 1.99,sig
-1.15, 0.272, 0.373,bkg
0.406, 1.37, 1.75,sig
-0.945, 0.379, 1.3,bkg
-0.789, 2.11, 0.615,sig
-1.64, 0.854, 1.41,bkg
2.45, -1.77, 0.965,sig
-0.0294, -1.18, 0.573,bkg
1.83, -0.625, 1.43,sig
-2.24, 0.582, 1.32,bkg
0.619, 0.66, 1.51,sig
-0.618, 0.186, 1.54,bkg
2.58, -0.841, 1.49,sig
-0.537, -0.655, 0.731,bkg
1.04, -0.172, 1.22,sig
-1.24, 0.127, 0.896,bkg
1.49, 0.299, 0.179,sig
-1.52, -0.117, 1.66,bkg
0.745, 0.497, 1.42,sig
0.285, -1.73, 1.5,bkg
0.0821, 1.24, 1.07,sig
0.0138, -0.435, 0.84,bkg
1.5, -0.348, 0.484,sig
-1.27, 0.724, 1.29,bkg
1.89, 0.123, 0.871,sig
-2.83, 1.69, 1.44,bkg
0.823, 0.0384, 0.814,sig
-1.48, -0.895, 0.477,bkg
1.29, -0.3, 1.44,sig
-0.453, -1.07, 1.26,bkg
1.43, -1.06, 0.892,sig
-2.11, 0.71, 1.87,bkg
1.68, -0.436, 1.34,sig
-2.42, 1.76, 1.65,bkg
0.42, -0.0134, 1.85,sig
-0.361, -1.26, 1.7,bkg
-0.154, 1.37, 1.15,sig
-0.316, -0.12, 0.595,bkg
1.05, 0.0377, 1.1,sig
-1.21, -0.66, 1.32,bkg
0.265, 0.932, 1.9,sig
-2.1, 1.49, 1.62,bkg
1.22, -0.724, 1.69,sig
-0.4, -1.55, 1.05,bkg
-0.0337, 1.37, 1.19,sig
0.204, -1.96, 0.358,bkg
0.991, 0.143, 0.231,sig
-0.705, -1.17, 1.78,bkg
0.171, 0.825, 1.5,sig
-2.04, 0.425, 1.26,bkg
1.01, 0.327, 0.311,sig
-2.15, 1.37, 1.57,bkg
-0.649, 1.65, 1.18,sig
-0.389, -0.602, 0.331,bkg
1.64, -0.238, 1.74,sig
-2.14, 0.421, 1.47,bkg
0.682, 0.165, 0.447,sig
-2.2, 1.12, 1.52,bkg
-1.17, 2.69, 0.303,sig
-1.06, -0.729, 1.85,bkg
1.55, 0.0195, 1.39,sig
0.0858, -1.15, 1.81,bkg
0.569, 0.79, 1.61,sig
-2.38, 0.922, 0.83,bkg
-0.038, 1.44, 0.813,sig
-0.344, -0.933, 1.57,bkg
1.7, -0.91, 1.51,sig
-1.01, 0.0503, 1.82,bkg
0.806, -0.3, 1.51,sig
-1.1, -0.645, 1.77,bkg
-0.759, 3.15, 0.466,sig
-0.731, -0.487, 1.05,bkg
2.98, -0.902, 1.24,sig
-0.506, -0.452, 1.95,bkg
1.22, 0.6, 0.665,sig
-0.421, -1.02, 0.152,bkg
1.32, -0.276, 1.14,sig
0.582, -1.51, 1.08,bkg
1.48, -0.0624, 0.237,sig
-0.236, -0.924, 1.6,bkg
3.16, -1.78, 1.38,sig
-1.93, 0.793, 0.221,bkg
1.56, -0.845, 0.537,sig
-1.54, -0.00215, 0.315,bkg
0.0336, 1.36, 1.37,sig
-1.28, -0.411, 0.924,bkg
1.24, -0.618, 0.373,sig
-0.178, -0.526, 1.39,bkg
1.15, 0.0238, 1.68,sig
-0.302, -0.786, 0.183,bkg
0.662, 0.224, 0.557,sig
-2.62, 1.71, 1.45,bkg
1.89, -1.15, 0.356,sig
-0.762, 0.118, 0.2,bkg
1.45, -0.508, 1.3,sig
-0.264, -1.07, 0.994,bkg
1.77, -1.26, 0.947,sig
-1.27, 0.504, 1.77,bkg
1.12, -0.0538, 1.54,sig
-0.335, -1.08, 0.783,bkg
-0.222, 0.952, 1.61,sig
-0.465, -0.614, 1.33,bkg
0.127, 1.29, 0.744,sig
-0.297, -1.14, 0.746,bkg
2.63, -0.839, 1.8,sig
-2.05, 0.689, 1.13,bkg
3.23, -1.95, 1.08,sig
-0.0661, -1.19, 0.805,bkg
0.0774, 0.194, 1.31,sig
-0.38, 0.645, 1.68,bkg
0.827, -1.22, 1.94,sig
-1.19, -0.159, 0.856,bkg
-0.411, 1.61, 1.58,sig
-0.199, -0.204, 1.99,bkg
1.6, -0.78, 0.213,sig
-0.951, -0.265, 0.728,bkg
0.557, 1.68, 0.635,sig
0.141, -1.15, 0.116,bkg
1.27, 0.081, 0.346,sig
-1.36, -0.35, 0.18,bkg
-0.638, 1.46, 1.7,sig
-0.768, -1.22, 1.81,bkg
1.82, -0.611, 0.0368,sig
-0.175, -1.5, 1.03,bkg
1.09, -0.541, 0.383,sig
-1.2, -0.575, 0.974,bkg
1.13, 0.63, 1.71,sig
-2.22, 1.01, 1.06,bkg
1.56, -1.03, 0.16,sig
-1.53, 0.603, 0.731,bkg
1.16, 1.13, 0.818,sig
-2.11, 1.22, 0.996,bkg
3.35, -1.75, 0.967,sig
-1.28, -0.757, 1.08,bkg
1.14, 0.346, 1.7,sig
-1.76, 1.13, 1.31,bkg
1.01, -0.135, 0.897,sig
-3.13, 1.46, 1.22,bkg
-0.0185, 0.781, 0.886,sig
-2.91, 1.82, 0.158,bkg
-0.522, 2.08, 1.25,sig
-1.74, 0.31, 1.39,bkg
-0.152, 1.03, 1.4,sig
-2.48, 1.54, 1.32,bkg
0.812, 0.221, 0.903,sig
-1.24, 1.07, 0.498,bkg
-0.315, 1.39, 0.381,sig
-0.503, -0.692, 1.49,bkg
-0.286, 1.71, 1.96,sig
0.612, -2.2, 1.89,bkg
1.58, 0.183, 1.16,sig
-0.324, -0.433, 0.769,bkg
-1.46, 3.03, 0.875,sig
-0.864, -0.75, 0.312,bkg
0.748, 0.0742, 0.212,sig
-0.437, -0.995, 1.2,bkg
2.78, -1.59, 0.465,sig
-0.123, -1.76, 1.77,bkg
1.57, -0.695, 1.76,sig
0.685, -2.18, 0.283,bkg
0.759, 0.397, 0.184,sig
-0.984, -0.947, 0.11,bkg
2.72, -1.36, 1.71,sig
-1.93, -0.605, 0.48,bkg
-0.383, 1.6, 0.773,sig
-1.77, 0.771, 1.67,bkg
1.98, -1.36, 0.711,sig
-1.46, -0.121, 1.81,bkg
-0.141, 0.82, 1.85,sig
-1.34, -0.735, 0.752,bkg
-0.685, 1.66, 1.37,sig
-1.42, 0.393, 0.154,bkg
1.7, -1.21, 0.71,sig
-3.05, 2.41, 1.84,bkg
-1.07, 2.44, 1.91,sig
-2.21, 0.127, 1.18,bkg
0.26, 1.42, 0.221,sig
-0.082, -1.52, 0.126,bkg
1.92, -0.857, 1.68,sig
-0.248, -1.32, 0.418,bkg
1.29, 0.35, 0.971,sig
-1.9, 0.943, 1.21,bkg
2.02, -0.634, 0.0673,sig
-1.48, -0.0909, 1.41,bkg
1.67, -0.226, 0.443,sig
-1.32, -0.412, 0.341,bkg
2.35, -1.07, 1.21,sig
-1.93, 0.689, 1.71,bkg
1.65, -1.31, 1.37,sig
-2.68, 1.43, 1.9,bkg
2.31, -1.54, 0.417,sig
-1.8, 0.441, 0.024,bkg
1.95, 0.065, 0.764,sig
-0.225, 0.23, 1.34,bkg
1.38, -1.16, 0.269,sig
-2.52, 2.11, 0.0375,bkg
0.563, 0.223, 0.41,sig
-1.02, 0.165, 1.7,bkg
0.674, 1.27, 1.37,sig
-1.67, 0.899, 0.759,bkg
-0.126, 1.69, 0.349,sig
-1.43, 0.523, 1.51,bkg
-0.606, 1.62, 1.67,sig
-0.327, -1.2, 1.93,bkg
1.8, -0.557, 0.707,sig
-1.91, 0.71, 1.81,bkg
1.95, -0.888, 1.25,sig
0.394, -1.35, 0.212,bkg
0.741, -0.233, 1.14,sig
-1.51, -0.469, 1.37,bkg
0.116, 1.0, 1.25,sig
0.547, -1.6, 0.385,bkg
-0.28, 1.58, 0.38,sig
-3.94, 3.17, 0.68,bkg
2.59, -1.39, 1.07,sig
-2.32, 1.12, 1.46,bkg
0.151, 0.934, 1.13,sig
-0.785, -0.385, 1.28,bkg
1.18, 1.09, 1.79,sig
-1.46, -0.34, 1.55,bkg
0.623, 0.194, 1.49,sig
-0.031, -1.58, 1.93,bkg
0.416, 1.26, 1.59,sig
-1.41, 0.528, 1.93,bkg
0.764, 1.18, 1.73,sig
-0.166, -1.94, 0.00711,bkg
1.61, -0.816, 1.24,sig
-2.08, 1.29, 0.583,bkg
1.98, -1.57, 0.285,sig
-1.41, -0.29, 1.62,bkg
0.233, 0.67, 1.6,sig
-0.611, -0.0363, 1.41,bkg
0.722, 0.711, 1.64,sig
-2.67, 1.24, 0.0437,bkg
1.58, -0.501, 1.92,sig
-1.58, 0.0315, 0.598,bkg
1.47, 0.292, 0.559,sig
-0.413, -0.991, 0.652,bkg
2.06, -0.659, 0.405,sig
0.645, -2.01, 0.798,bkg
0.826, 0.624, 0.0435,sig
-1.58, 0.554, 1.41,bkg
1.65, -0.425, 0.0302,sig
-0.907, 0.154, 1.02,bkg
0.62, 0.726, 1.66,sig
-0.343, -1.56, 1.91,bkg
-0.519, 1.93, 1.12,sig
-1.34, 0.41, 0.798,bkg
0.841, 0.035, 1.93,sig
-0.771, -0.286, 1.9,bkg
1.51, 0.622, 0.000499,sig
-0.169, -1.03, 0.563,bkg
-0.282, 1.32, 0.918,sig
-0.689, -0.799, 1.16,bkg
-0.774, 1.67, 0.0657,sig
-2.15, 1.21, 1.33,bkg
1.34, 0.371, 1.12,sig
-0.809, -0.363, 0.0245,bkg
3.07, -1.82, 1.26,sig
-1.13, 1.08, 0.0834,bkg
0.737, 0.437, 0.859,sig
-0.11, -0.288, 0.612,bkg
0.899, 0.213, 0.637,sig
-1.48, -0.0146, 1.19,bkg
2.42, -1.47, 1.15,sig
-0.466, -1.14, 1.77,bkg
0.657, 0.449, 1.47,sig
-0.281, -1.35, 1.65,bkg
1.71, -1.18, 0.591,sig
0.126, -0.183, 1.49,bkg
1.1, 0.534, 1.26,sig
-3.27, 2.84, 1.22,bkg
0.581, 1.16, 1.4,sig
-3.65, 1.95, 0.479,bkg
0.605, 0.265, 1.14,sig
0.541, -1.97, 1.15,bkg
-0.0629, 1.74, 0.518,sig
-0.881, -0.219, 1.0,bkg
0.643, -0.212, 0.987,sig
-0.966, -1.26, 0.617,bkg
-0.476, 2.52, 0.335,sig
-0.314, -0.682, 1.73,bkg
1.8, -1.3, 1.59,sig
-1.39, 0.344, 1.19,bkg
1.27, -0.351, 0.839,sig
-0.542, -0.152, 0.66,bkg
0.14, 2.16, 0.45,sig
-0.828, -1.47, 1.32,bkg
1.49, -0.528, 1.5,sig
-0.152, -1.73, 1.67,bkg
0.527, 0.388, 0.25,sig
-1.2, -0.161, 1.36,bkg
2.68, -1.88, 1.29,sig
0.202, -1.76, 1.25,bkg
2.24, -0.48, 0.703,sig
-2.61, 1.53, 1.19,bkg
0.21, 1.19, 1.68,sig
-0.627, -0.794, 1.81,bkg
1.65, -0.045, 1.23,sig
-1.17, -0.156, 1.13,bkg
0.334, 1.16, 0.186,sig
-0.783, 0.0623, 0.401,bkg
-0.264, 2.01, 1.67,sig
-0.619, -0.585, 0.979,bkg
-0.707, 2.32, 1.14,sig
-2.44, 0.393, 0.67,bkg
-0.561, 2.14, 1.79,sig
-2.28, 0.948, 0.524,bkg
0.62, -0.0886, 0.31,sig
-1.9, 1.47, 0.65,bkg
0.371, 0.93, 1.03,sig
-1.63, -0.983, 1.79,bkg
1.47, -0.728, 0.328,sig
-1.17, -0.611, 1.68,bkg
1.26, 0.338, 1.76,sig
-1.81, 1.05, 0.536,bkg
-1.55, 2.35, 0.412,sig
-1.84, 0.157, 1.9,bkg
1.71, -0.204, 1.39,sig
-1.57, -0.276, 1.0,bkg
-0.669, 1.82, 1.63,sig
-2.26, 0.912, 0.992,bkg
2.07, -0.751, 1.3,sig
-2.06, 1.33, 1.17,bkg
0.7, 0.921, 0.725,sig
-0.979, -0.198, 0.0848,bkg
1.16, 0.522, 0.0234,sig
-1.46, 0.781, 1.02,bkg
1.02, 0.558, 0.828,sig
-0.777, -0.958, 1.62,bkg
-0.473, 2.08, 1.03,sig
-0.747, -0.791, 1.27,bkg
-1.78, 2.04, 0.772,sig
0.841, -1.68, 0.848,bkg
-0.237, 1.69, 0.276,sig
-0.048, -1.12, 0.537,bkg
2.25, -0.853, 0.84,sig
-1.33, -0.535, 0.445,bkg
1.18, 0.367, 1.53,sig
0.858, -1.99, 0.359,bkg
2.73, -1.87, 0.17,sig
-0.924, -0.769, 1.28,bkg
-0.00773, 1.66, 0.514,sig
-0.569, 0.28, 0.267,bkg
-0.0391, 0.891, 1.6,sig
-1.78, 0.719, 0.968,bkg
-0.478, 1.73, 1.3,sig
0.464, -1.31, 0.724,bkg
1.9, -0.397, 1.92,sig
-1.06, -0.514, 1.52,bkg
0.882, -0.76, 0.914,sig
-1.55, 0.373, 1.78,bkg
0.878, 1.09, 0.225,sig
-1.7, 0.268, 1.52,bkg
1.3, 0.519, 0.375,sig
-2.07, 0.591, 1.25,bkg
2.54, -1.33, 1.53,sig
-0.153, -0.961, 0.698,bkg
-0.527, -0.0312, 1.89,sig
-0.338, -0.574, 0.454,bkg
0.899, -0.131, 1.18,sig
-0.834, -0.617, 0.693,bkg
1.0, 0.18, 0.234,sig
-1.76, 1.34, 0.568,bkg
1.17, 0.0771, 1.29,sig
-0.453, -0.709, 0.357,bkg
0.955, -0.46, 1.68,sig
-2.58, 1.82, 0.373,bkg
0.969, 0.162, 1.76,sig
-2.24, 1.33, 0.261,bkg
1.51, -0.0574, 1.33,sig
-1.72, 0.537, 1.43,bkg
-0.144, 1.46, 1.6,sig
-2.02, 0.832, 0.284,bkg
2.6, -1.6, 0.74,sig
-1.37, -0.405, 1.17,bkg
2.87, -1.33, 1.14,sig
-2.72, 1.48, 1.19,bkg
1.1, -0.848, 0.857,sig
-0.27, -0.404, 1.74,bkg
2.72, -1.36, 1.11,sig
0.534, -1.77, 1.35,bkg
0.879, -0.407, 1.24,sig
0.616, -1.6, 2.0,bkg
2.22, -0.997, 0.902,sig
-1.8, 0.994, 0.748,bkg
2.16, -1.49, 0.465,sig
0.317, -1.61, 1.36,bkg
-1.35, 2.62, 1.36,sig
-0.278, -1.47, 1.56,bkg
0.347, 0.422, 1.55,sig
-0.196, -0.989, 0.00823,bkg
1.16, 0.623, 1.62,sig
-1.65, 0.316, 0.713,bkg
2.84, -0.823, 1.03,sig
-2.22, 0.281, 0.365,bkg
0.679, 0.293, 1.75,sig
-1.52, 0.456, 1.58,bkg
1.13, -0.278, 1.71,sig
-0.957, -0.442, 1.35,bkg
2.34, -1.1, 1.16,sig
-0.895, -0.63, 1.95,bkg
2.05, -1.22, 1.83,sig
-1.02, 0.3, 0.194,bkg
-0.874, 2.31, 0.918,sig
-1.53, 0.762, 0.116,bkg
0.242, 0.687, 1.1,sig
1.16, -1.39, 1.98,bkg
0.424, 0.271, 1.55,sig
-0.576, -0.781, 1.76,bkg
0.41, 0.938, 0.559,sig
-1.71, 0.0843, 1.91,bkg
0.379, 1.86, 0.135,sig
-0.803, -0.824, 1.61,bkg
0.608, 0.413, 1.93,sig
-0.472, -0.862, 1.37,bkg
0.785, 0.778, 0.353,sig
-1.78, 0.443, 0.71,bkg
0.906, 0.0481, 1.78,sig
-1.66, 0.786, 1.3,bkg
1.24, -0.286, 0.816,sig
-0.37, -0.0553, 1.46,bkg
1.31, -0.0587, 1.35,sig
-0.77, 0.587, 0.712,bkg
1.61, -0.739, 1.84,sig
-0.798, -0.148, 0.0312,bkg
1.84, -1.27, 1.66,sig
-0.26, -0.989, 1.95,bkg
0.535, 1.08, 0.77,sig
-0.869, -0.354, 0.632,bkg
0.688, 0.358, 0.031,sig
-1.33, 0.954, 0.918,bkg
1.04, 0.898, 0.281,sig
-0.57, 0.0571, 0.59,bkg
1.39, -0.23, 1.94,sig
-2.97, 1.37, 0.448,bkg
0.221, 0.754, 1.26,sig
-1.62, -0.181, 1.38,bkg
0.597, 1.01, 1.6,sig
-0.0651, -2.33, 1.77,bkg
1.39, 0.292, 0.0679,sig
0.0932, -0.5, 0.648,bkg
0.447, -0.0373, 1.81,sig
-0.99, -0.711, 1.65,bkg
2.69, -1.53, 0.886,sig
0.357, -1.63, 1.97,bkg
-0.442, 2.24, 0.415,sig
-2.0, 0.596, 1.34,bkg
2.59, -0.904, 0.536,sig
-2.39, 0.947, 1.57,bkg
0.504, 1.0, 0.55,sig
0.854, -2.43, 0.432,bkg
2.23, -0.47, 1.39,sig
-1.83, 0.957, 1.49,bkg
0.215, 1.36, 0.213,sig
-0.677, 0.536, 0.0186,bkg
0.266, 0.237, 1.98,sig
-0.821, -1.21, 1.97,bkg
2.41, -1.3, 0.827,sig
-0.729, -0.175, 0.363,bkg
-2.01, 2.93, 0.806,sig
-1.79, 0.815, 1.39,bkg
-1.24, 2.38, 1.37,sig
-0.674, -0.372, 0.558,bkg
0.696, 1.1, 1.77,sig
-1.07, -0.41, 0.756,bkg
2.28, -1.64, 1.79,sig
-1.68, -0.282, 1.18,bkg
0.503, 0.275, 0.368,sig
0.436, -2.12, 1.06,bkg
2.01, -1.07, 1.81,sig
-1.49, 0.0844, 0.954,bkg
1.42, -0.482, 1.07,sig
-1.09, -0.893, 0.897,bkg
2.62, -1.19, 0.645,sig
-0.6, -1.32, 0.245,bkg
0.0308, 0.602, 0.912,sig
0.347, -1.94, 0.62,bkg
2.0, -1.04, 0.0564,sig
-0.857, -1.02, 1.9,bkg
0.916, 0.707, 1.21,sig
-1.79, 0.718, 1.33,bkg
-0.39, 0.806, 0.844,sig
-0.717, -0.131, 1.32,bkg
2.84, -1.17, 0.361,sig
-1.42, 0.284, 0.00366,bkg
1.12, -0.154, 1.61,sig
-0.841, -0.689, 1.02,bkg
2.82, -1.35, 1.56,sig
-0.0314, -0.807, 0.823,bkg
0.788, 0.537, 1.47,sig
0.074, -1.6, 1.69,bkg
1.94, 0.324, 1.59,sig
-0.266, -1.32, 0.749,bkg
2.16, -1.18, 0.06,sig
-1.79, 0.723, 1.68,bkg
0.823, 0.436, 1.8,sig
-1.07, -0.671, 0.546,bkg
-0.869, 1.65, 0.187,sig
-1.62, -0.0549, 1.85,bkg
1.37, -0.322, 0.536,sig
-2.92, 1.54, 0.192,bkg
-0.475, 1.36, 0.397,sig
-0.916, -0.275, 1.65,bkg
1.68, -0.825, 0.596,sig
-0.965, -0.0638, 1.6,bkg
-0.3, 1.43, 1.21,sig
0.278, -1.54, 1.32,bkg
0.984, -0.0364, 1.04,sig
-0.425, -1.3, 1.07,bkg
1.29, -0.188, 1.83,sig
0.454, -1.41, 1.09,bkg
0.421, 1.25, 0.0436,sig
-0.838, -0.292, 1.57,bkg
2.64, -0.648, 0.305,sig
0.413, -1.0, 0.205,bkg
-0.841, 1.43, 0.892,sig
-3.15, 2.12, 0.528,bkg
1.48, 0.647, 1.56,sig
-2.41, 1.46, 0.293,bkg
-0.246, 1.75, 1.65,sig
-1.71, 0.716, 1.02,bkg
1.96, -1.92, 0.488,sig
-0.803, 0.181, 1.83,bkg
-0.133, 1.03, 0.735,sig
-1.79, 0.666, 1.69,bkg
-0.0911, 1.55, 0.0687,sig
-0.411, -1.59, 0.64,bkg
-0.00435, 1.21, 0.819,sig
-1.73, 0.00489, 1.67,bkg
1.89, -0.846, 1.48,sig
0.29, -1.06, 0.524,bkg
-0.764, 2.33, 1.22,sig
-2.09, 0.115, 1.07,bkg
-1.61, 2.03, 1.69,sig
-2.45, 2.02, 0.928,bkg
2.32, -1.28, 0.0286,sig
-1.05, 0.195, 0.271,bkg
0.728, -0.219, 1.17,sig
-0.517, 0.209, 0.552,bkg
0.182, 0.769, 0.695,sig
0.403, -1.42, 0.919,bkg
0.96, -0.273, 0.67,sig
-1.37, 0.32, 1.75,bkg
1.16, -0.415, 1.75,sig
-0.197, -0.207, 0.127,bkg
0.696, -0.289, 0.773,sig
-1.27, 0.0645, 0.919,bkg
-0.165, 1.13, 0.491,sig
-0.0655, -0.853, 1.53,bkg
1.32, 0.303, 1.34,sig
-2.17, 0.536, 1.88,bkg
0.249, 1.37, 0.0946,sig
-2.11, 1.97, 0.505,bkg
0.833, 0.0455, 1.62,sig
-2.16, 1.13, 0.399,bkg
2.55, -1.21, 1.13,sig
-0.944, 0.0699, 0.705,bkg
1.88, -0.42, 0.545,sig
0.788, -1.48, 1.01,bkg
2.4, -1.14, 0.747,sig
-0.108, -1.52, 1.81,bkg
1.14, 0.968, 1.34,sig
0.545, -1.74, 1.32,bkg
-0.00297, 0.92, 0.776,sig
-2.13, 1.54, 0.503,bkg
1.96, -1.52, 1.28,sig
0.231, -0.697, 1.81,bkg
1.38, -0.539, 1.73,sig
-2.13, 0.657, 0.937,bkg
0.275, 0.427, 1.03,sig
-0.525, -1.41, 0.502,bkg
0.613, 1.31, 1.08,sig
-2.17, 0.788, 0.454,bkg
-0.0354, 1.07, 0.467,sig
-0.627, -0.556, 1.65,bkg
0.964, 0.668, 1.64,sig
-2.75, 1.52, 1.36,bkg
0.646, -0.488, 0.188,sig
0.467, -1.62, 1.32,bkg
0.314, 1.73, 1.01,sig
-1.23, 0.575, 0.719,bkg
1.27, -0.716, 1.47,sig
-1.32, -0.426, 0.0426,bkg
-0.309, 0.932, 0.944,sig
-1.72, 1.72, 1.52,bkg
2.45, -1.46, 1.68,sig
-0.846, -0.18, 0.951,bkg
0.073, 0.458, 0.766,sig
-1.55, -0.00741, 0.00605,bkg
0.568, 0.477, 1.11,sig
-2.05, 0.122, 0.977,bkg
1.79, -0.617, 0.426,sig
